"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","928","Launches application and renders react app","Somaterm Smoke Test","2026-07-27","passed","2026-07-27","","","",""
